kr,en
공무원이 아닌 사람으로서 승소판결에 결정적인 자료를 제공하거나 계기를 마련한 사람에게는 「서울특별시 노원구 표창조례」에 따라 표창 등을 할 수 있다.,"As a person other than a public official, a person who provides crucial data in the ruling of favorable judgement or establishes an opportunity may take a commendation, etc. in accordance with the Nowon-gu Seoul Metropolitan Government Ordinance on Official Commendation."
"법무담당부서의 장은 소송사무의 지도ㆍ감독 결과 나타난 문제점을 분석하여 제도개선, 법령개정 건의 등 그 밖에 필요한 조치를 취할 수 있다.","The head of the legal affairs division may analyze other problems arising from the guidance and supervision of the litigation affairs, and take other necessary measures, such as improving the system and proposing amendment of statutes."
소송주관부서의 장은 다음 각 호의 사항에 대하여는 해당기관에 보고하여야 한다.,The head of the litigation department shall report the following matters to the relevant agency:
감사원에의 보고:「감사원법」 제33조에 따른 감사원의 시정요구에 따라 행한 행정처분에 관하여 행정소송이 제기되었거나 판결된 경우에는 5일 이내에 소장 또는 판결서 사본과 관련서류를 첨부하여 감사원장에게 보고,"Reporting to the Board of Audit and Inspection: Where an administrative litigation has been instituted or adjudicated in relation to an administrative disposition made pursuant to a request for rectification by the Board of Audit and Inspection under Article 33 of the Board of Audit and Inspection Act, a report to the Chairperson of the Board of Audit and Inspection shall be attached to the Board of Audit and Inspection together with a copy of the a complaint or the judgement document and related documents within five days."
소송진행상황보고 - 각 변론 기일의 진행내용 첨부,Report on progress of litigation - Attach contents of proceedings of each date for argument.
(다른 규칙의 개정) ①서울특별시 노원구 법률고문 운영규칙 중 다음과 같이 개정 한다.,(Revision of Other Rules) (1) The following rules shall be amended as follows in the Operating Regulations of the legal consultants at Nowon-gu Seoul Metropolitan Government:
"다만, 부가가치세는 제7조 제1항의 수임료(착수금, 사례금) 및 제2항의 고문료를 포함하여 별도 지급 한다.","Provided, That the value added tax shall be paid separately, including the fees (advance payment and recompense) and consultation fee referred to in Article 7 (1) and the trams prescribed in paragraph (2)."
이 규칙은「행정 효율과 협업 촉진에 관한 규정」제10조제2항에 따라 서울특별시 노원구청장의 권한에 속하는 사무를 합리적으로 배분하고 결재권자를 명확히 정함으로써 사무집행의 권한과 책임을 명백히 하고 행정사무의 신속하고 능률적인 처리를 목적으로 한다.,"The purpose of these Rules is to facilitate the efficient and speedy processing of the said documents by clearly specifying the authority and responsibility of administrative affairs by reasonably distributing the affairs belonging to the authority of the head of Nowon-gu Seoul Metropolitan Government under Article 10 (2) of the Regulations on Promotion of Administrative Efficiency and Promotion of Collaboration pursuant to Article 10 of the Regulations on Promotion of Administrative Efficiency and Collaboration, and have the right of decision-making, clarify the authority and responsibility for administrative affairs and conduct administrative affairs. "
이 규칙의 사무전결 사항에 관하여 우리구의 다른 자치법규에 특별한 규정이 있는 경우를 제외하고는 이 규칙이 정하는 바에 따른다.,"Except as otherwise provided in other municipal laws of the Gu, the provisions of these Rules shall be governed by these Rules."
별표에서 정하지 않은 사항은 그 중요도에 따라 제1항을 준용한다.,"The provisions of paragraph (1) shall apply mutatis mutandis to the matters not specified in the attached Table, depending on their importance."
"사무 주관부서는 다른 부서와 관련이 있는 사항에 대하여 반드시 해당부서의 합의를 받아야 한다. 다만, 그 의견이 주관부서와 다른 경우에는 주관부서와 관련부서를 총괄하는 상급자의 지시를 받아야 한다.","The administrative department shall necessarily obtain an agreement on the matters related to other departments: Provided, That where the opinion differs from that of the competent department, it shall receive instructions from the supervisor who has general authority over the relevant departments."
타인이 취득한 특허권·실용신안권·디자인권·저작권에 속하는 것이거나 「서울특별시 노원구 직무발명 보상조례」에 따라 보상이 확정된 것,"A work that belongs to a patent right, a utility model right, a design right, or a copyright acquired by another person, or compensation has been finalized in accordance with the Nowon-gu Seoul Metropolitan Government Ordinance on Employee Invention Compensation."
제1항에 따라 접수된 서류 및 자료는 이를 반환하지 아니한다.,No documents or data received pursuant to paragraph (1) shall be returned.
학식과 경험이 풍부한 외부 인사 중에서 구청장이 위촉하는 자,A person commissioned by the head of the Gu among outside persons with abundant knowledge and experience;
"공무원인 임명직 위원의 임기는 그 직위에 재직하는 기간으로 하고, 위촉직 위원의 임기는 2년으로 하되 연임할 수 있다.","The term of office of a member appointed as a public official shall be the period during which he / she holds office, and the term of office of commissioned members shall be two years, but he / she may be reappointed."
제안심사의 공정성을 확보하기 위한 제안심사기준의 운영 및 심사의 방법 등에 관하여 필요한 사항은 규칙으로 정한다.,"Matters necessary for the operation of the proposal review standards, methods of review, etc. for ensuring the fairness of the proposal review shall be prescribed by the Rules."
구청장은 행정환경의 변화 등으로 제23조의 관리기간 중에 있는 불채택제안 중 재검토가 필요하다고 인정되는 제안에 대하여는 제안자의 신청 등에 따라 이를 재심사하여 채택여부를 결정한다.,"The head of the Gu shall determine whether to choose a proposal deemed necessary to be reexamined during the management period referred to in Article 23 due to a change in administrative environment, etc. after re-examining it in accordance with an application, etc. by the proponent."
제1항의 등급을 부여받은 제안자에 대하여는 구청장 표창 및 부상을 수여한다.,The head of the Gu shall award a commendation and extra prize to the proposer who is granted the rating under paragraph (1).
"등급을 부여받은 제안자에 대한 구청장 표창의 공적심사는 위원회의 심의로 대신하고, 공적심사위원회의 심사를 거치지 아니한다.",The official review of the commendation of the head of the Gu of the proposer who has been granted the rating shall be substituted by the deliberation of the Committee and shall not go through the deliberation of the Public Examination Committee.
"제안이 채택된 후 제안자가 퇴직하거나 사망한 경우에도 상여금을 지급하되, 제안자가 사망한 경우의 상여금은 그 상속인에게 지급한다.","Even after the proposer is retired or died after the proposal is chosen, a bonus shall be paid, but the bonus shall be paid to the heir where the proposer is deceased."
제1항에 따른 권리의 승계 및 보상 등에 대하여는 「서울특별시 노원구 공무원 직무발명 보상조례」를 적용한다.,"The Nowon-gu Seoul Metropolitan Government Ordinance on Compensation for Duties of In-Service Inventions for Public Officials shall apply to succession, compensation, etc. of rights under paragraph (1)."
구청장은 제안제도 운영의 내실화와 정책참여 활성화를 위해 접수된 제안의 기초평가 등을 위한 제안평가단을 구성·운영할 수 있다.,"The head of the Gu may organize and operate an evaluation team of proposals for the basic evaluation, etc. of proposals received in order to improve the operation of the proposal system and promote the participation in such policies."
제안평가단은 구청 홈페이지 접수 제안에 대한 기초평가 활동을 하는 노원구 시민참여단(이하 “시민참여단”이라 한다)과 자체 공무원제안 시스템을 통해 접수된 공무원 제안에 대하여 기초평가 활동을 하는 공무원 제안평가단으로 구분하여 운영한다.,"The evaluation team for proposals shall divide the proposal of public officials received through the Justice and Citizen Participation Committee (hereinafter referred to as the ""Citizens' Participation Committee"") and the public official proposal system for self-evaluation of the proposal for the website reception of the district office, into the evaluation team for public officials' proposal for conducting basic evaluation activities. "
"구청장은 구민과 공무원의 창의활동에 따른 마일리지 점수를 연중 부여하고 관리하며, 창의 마일리지 실적이 우수한 구민과 공무원 및 부서에 대해 예산의 범위에서 시상금을 지급할 수 있다.","The head of the Gu shall grant and manage mileage points accruing from creative activities of residents and public officials annually, and may pay compensations to residents, public officials, and departments with excellent performance in creative mileage within the scope of budget."
“통합관리기금”이란 각 기금의 여유자금을 통합한 기금을 말한다.,"The term ""Integrated Management Fund"" means a fund that consolidates surplus funds of each fund;"
“자금”이란 각 기금에서 보유하고 있는 현금(예금 및 유가증권을 포함한다)을 말한다.,"The term ""Funds"" means cash (including deposits and securities) held by each fund;"
"통합관리기금은 「지방자치단체 기금관리기본법」제6조제1항에 따라 세계현금의 수입·지출·보관의 절차, 공유재산 및 물품의 관리·처분의 예 또는 채권관리의 예에 의하여 이를 관리하여야 한다.","The Integrated Management Fund shall manage the world cash according to the procedures for the import, expenditure and custody of world cash, the management and disposal of public property and goods, or the management of claims in accordance with Article 6 (1) of the Framework Act on the Management of Local Government Funds Shall be made."
구청장은 출납폐쇄후 80일 이내에 통합관리기금 결산보고서를 작성하여야 한다.,The head of the Gu shall prepare a report on the settlement of accounts of the Integrated Management Fund within 80 days after the closing of accounts.
"총괄기금담당관이란 총괄기금관리관의 직무를 보좌하고 서울특별시 노원구 통합관리기금운용심의위원회(이하 ""위원회""라 한다)를 운영·관리하는 지위를 말한다.","The term ""general fund officer"" means an entity that assists the general fund manager and operates, manages the Integrated Management Fund Operation and Deliberation Committee in Nowon-gu in Seoul Metropolitan Government (hereinafter referred to as the ""Committee"");"
"기금운용관은 기금관리에 필요한 장부를 비치하고, 기금의 수입과 지출에 관한 사항을 기재하여 정리하여야 한다.","The fund operator shall keep the books necessary for fund management, and shall record and organize matters concerning the income and expenditure of the fund."
기금운용관은 별지 제1호서식에 따른 기금운용실적을 매분기 말일을 기준으로 작성하여 그 다음달 15일까지 총괄기금담당관에게 제출하여야 한다.,The Fund Operator shall prepare the fund operation performance records under the attached Form 1 on the basis of the last day of each quarter and submit them to the general officer in charge within 15 days of the following month.
기금의 지출은 세계현금의 절차에 따라 집행하여야 한다.,Expenditure on Funds shall be executed in accordance with the procedures of the World Cash.
통합관리기금의 융자기간은 3년거치 5년 균등분할상환의 범위에서 위원회 심의를 거쳐 구청장이 정한다.,"The head of the Gu shall determine the loan period of the Integrated Management Funds, subject to deliberation by the Committee within the scope of the installment payment in installments equivalent to five-year restructuring for three years."
융자받은 기관이 융자금의 원리금 상환을 지체한 때에는 상환하여야 할 원리금에 대하여 해당 상환기일부터 이를 납입한 날의 전일까지의 일수에 따라 구금고의 연체대출 금리를 적용한 연체금을 납입하여야 한다.,"If the loan institution delays repayment of the loan and interest, the entity shall pay the loan and interest to be repaid in accordance with the number of days before the repayment date and the date before the payment date."
융자받은 기관이 납부하는 원리금과 연체금은 납입일 현재의 연체금·이자·원금의 순으로 충당한다.,"The principal and interest and the arrears paid by the borrowed institution shall be appropriated in the order of arrears, interest and principal as of the payment date."
제4조에 따라 민간에 위탁할 수 있는 사무는 다음 각 호와 같다.,Administrative affairs entrusted to the private sector pursuant to Article 4 shall be as follows:
"그 밖에 청소, 경비 및 부설 주차장 운영 등 단순 행정관리 사무","Other simple administrative affairs, such as cleaning, operating guard and parking lot, and other affairs;"
"수탁기관을 공개모집할 경우에는 신청서와 함께 위탁사무의 사업계획서 등을 제출하게 하고, 해당 분야의 전문가 등으로 구성된 수탁기관 선정심의위원회에서 제6조에 따른 적격자를 선정하도록 한다.","Where an entrusted institution is openly solicited, it shall be required to submit a business plan, etc. of commissioned affairs along with the application, and the Deliberation Committee for the selection of an entrusted agency consisted of experts in relevant field shall select a qualified agency under Article 6."
제2항에 따라 수탁기관을 선정할 경우 위탁비용 5억원 이상의 사무에 대해서는 수탁기관 선정심의위원회 개최 10일 전에 위탁관련 자료(수탁기관 선정심사에 영향을 미치는 자료를 제외한다)를 서울특별시 노원구의회(이하 “구의회”라 한다)에 통보하여야 한다.,"Where the entrusted institution is selected pursuant to paragraph (2), the relevant entrustment-related data (excluding the data that have an influence on the examination of the selection of the entrusted institution) shall be submitted to the Council of Justice of the Seoul Special Metropolitan City, Nowon-gu Council ten days prior to the deliberation Committee for the selection of the commissioned institution selected for administrative affairs of 500 million won or more in expenses for entrustment. (Hereinafter referred to as the ""Gu Council"")."
심의위원회는 사업계획서 등의 심사 및 현장 확인과 신청인에 대하여 필요한 소명자료를 제출하게 할 수 있다.,"The Deliberation Committee may require the business plan, etc. to be submitted, examined and confirmed on-site and the applicant to submit necessary explanatory materials."
수탁사무에 관한 권한을 행사할 때에는 수탁기관의 명의로 시행하여야 한다.,"When exercising authority over entrusted services of administrative affairs, it shall be carried out in the name of the entrusted agency."
"수탁기관은 수탁사무의 종류별로 처리부서, 처리기간, 처리절차, 처리기준, 구비서류, 서식 및 수수료 등을 구분하여 명시한 사무편람을 작성·비치하여야 한다.","Each entrusted agency shall prepare and keep a written operating manual for each type of entrusted affairs by classifying the disposal handling department, period of disposal, procedures for disposal, standards for disposal, required documents, forms and fees, etc.                                                                                                                                                                                                                                                                                                                                                                                                                                                                             "
불채택제안에 따른 재심은 재심요청일부터 1개월 이내에 채택 여부를 결정한다.,A retrial under the non-chosen proposal will be decided within one month of the request for reconsideration.
제2항에 따라 상여금 지급이 결정된 때에는 예산의 범위에서 지급할 수 있다.,"When the payment of the bonus is decided pursuant to paragraph (2), it may be paid within the budgetary limits."
구청장은 필요하다고 인정하는 경우 시민참여단 또는 공무원 제안평가단에게 구정 운영에 필요한 의견을 구할 수 있다.,"The head of the Gu may, if deemed necessary, obtain opinions necessary for the operation of the Gu affairs from Citizens Participation Group or Public Official Proposal Evaluation Group."
서울특별시 노원구청장(이하 “구청장”이라 한다)은 예산을 편성하는 단계에서부터 주민이 충분한 정보를 얻고 의견을 표명할 기회를 가질 수 있도록 정보공개와 주민참여 보장을 위해 노력하여야 한다.,"The head of Nowon-gu in Seoul Metropolitan Government (hereinafter referred to as the ""head of the Gu"") shall endeavor to ensure the disclosure of information and guarantee the participation of local residents in order to ensure that residents have sufficient information and opportunities to express their opinions from the stage of budget formulation."
"구청장은 예산을 편성하기 전에 주민참여예산운영계획을 수립하여 15일 이상 공보, 인터넷 홈페이지, 게시판 등을 통하여 이를 공고하여야 한다.","The head of the Gu shall formulate an operation plan for the budget for participant participation and shall publicly announce it through the bulletins, website, bulletin board, etc. for at least 15 days before organizing the budget."
구청장은 예산편성에 대한 주민의견을 수렴하고 주민참여 예산제의 효율적인 운영을 위하여 주민참여예산위원회(이하 “위원회”라 한다)를 둔다.,"The head of the Gu shall establish a residents-participation budget Committee (hereinafter referred to as the ""Committee"") to collect opinions on the budget formulation and efficiently operate the budget system for resident participation."
비영리민간단체 등의 추천을 받은 사람이나 그 밖에 재정·예산 등에 전문적인 지식이 있는 사람,"Persons who have received recommendation from non-profit, non-governmental organizations, etc. or other persons who have expertise in finance, budget, etc.;"
"위원회는 업무 수행상 필요하다고 인정하는 때에는 전문기관 또는 단체 등에 조사·연구를 의뢰하거나, 정책토론회, 공청회 등을 개최하여 관계전문가 또는 주민의 의견을 들을 수 있다.","The Committee may, when deemed necessary for the performance of its duties, request professional associations or organizations to conduct surveys and research, hold policy debates, public hearing, etc. and hear opinions from the relevant experts or residents."
위원회는 직무수행과 관련하여 필요할 때에는 관계공무원 또는 전문가를 위원회에 출석시켜 의견을 청취하거나 자료제출 등 협조를 요청할 수 있다.,"The Committee may, when deemed necessary for the performance of the duty, require the relevant public officials or experts to attend meetings of the Committee, hear opinions, or request cooperation, such as submission of materials."
인구수 2만명 이상 3만명 미만인 경우 : 15명 이상 20명 미만,"Where the population is more than 20,000 and less than 30,000: 15 or less than 20;"
인구수 4만명 이상인 경우 : 25명 이상 30명 미만,"Where the population of at least 40,000: 25 persons or more and less than 30 persons;"
"지역회의 부위원장은 위원장을 보좌하며, 위원장이 직무를 수행할 수 없을 때에는 그 직무를 대행한다.","The regional Vice-Chairperson shall assist the Chairperson, and if the Chairperson is unable to perform his/her duties, he/she shall act on behalf of the Chairperson."
조례 제13조에 따른 주민참여예산위원회(이하 “위원회”라 한다) 위원의 선정기준은 다음 각 호와 같다.,"The criteria for selecting the members of the Community Involvement Budget Committee (hereinafter referred to as the ""Committee"") under Article 13 of the Ordinance shall be as follows:"
"조례 제18조제1항에 따른 분과위원회는 구청의 업무분야별 해당 부서의 예산편성에 따른 주민들의 의견을 수렴ㆍ집약하는 활동을 담당한다. 다만, 기획운영분과위원회의 경우 다음 각 호의 기능을 추가로 수행한다.","The subcommittee under Article 18 (1) of the Ordinance shall take charge of the activities of gathering and aggregating the opinions of residents in accordance with the budgeting of the relevant departments for each area of duty of the Gu Council: Provided, That in cases of a subcommittee for planning and operation, the following functions shall be additionally provided:"
구청장은 조례 제21조제4호 및 제5호에 따라 위원을 해촉하는 경우에는 10일 이상의 기간을 정하여 해촉 대상자에게 의견진술 기회를 주어야 한다.,"Where the head of the Gu dismisses a member pursuant to subparagraphs 4 and 5 of Article 21 of the Ordinance, he/she shall give the person subject to dismissal an opportunity to state his/her opinion by specifying a period of at least ten days."
"위원회, 분과위원회 및 지역회의(이하 “각종 위원회”라 한다)의 위원장은 회의 안건의 심의결과 등의 기록ㆍ보존 및 공개를 위하여 별지 제7호서식에 따른 회의록을 작성하여야 한다.","The Chairperson of each Committee, Subcommittee, and local Council (hereinafter referred to as ""various Committees"") shall prepare minutes prescribed in attached Form 7 for the purpose of recording, preserving and disclosing the results of the deliberation of agenda items, etc."
"위원장의 허가를 받지 아니한 인쇄물의 배포, 녹음ㆍ녹화ㆍ촬영행위","An act of distribution, recording, videotaping, or filming of printed materials without obtaining permission from the Chairperson;"
이 규칙은 「행정서비스헌장규정」(대통령훈령 제257호)에 따라 서울특별시 노원구 규제 신고고객 보호ㆍ서비스헌장을 운영하는데 필요한 사항을 규정하여 수준 높은 민원행정서비스를 제공함으로써 서울특별시 노원구와 규제 신고고객 간 소통과 신뢰의 민원행정을 실현함을 목적으로 한다.,The purpose of these Rules is to realize civil petitions and administrative affairs of communication and trust between customers by stipulating the matters necessary to operate the Customer Protection and Service Charter in accordance with the Administrative Service Charter Regulations (Presidential Order No. 257) to provide high level civil service administration.
"“서울특별시 노원구 규제 신고고객 보호ㆍ서비스헌장”(이하 “헌장”이라 한다)이란 서울특별시 노원구(이하 “구”라 한다)에서 제공하는 행정서비스(이하 “서비스”라 한다)의 기준과 내용, 이를 제공받을 수 있는 절차와 방법, 잘못된 서비스에 대한 시정조치 등을 구체적으로 정하여 공표하고, 이의 실현을 약속하는 것을 말한다.","The term ""Nowon-gu Seoul Metropolitan Government Customer Protection and Service Charter"" (hereinafter referred to as the ""Charter"") means the standards and details of administrative services (hereinafter referred to as ""services"") provided by Nowon-gu Seoul Metropolitan Government (hereinafter referred to as the ""Gu"") and the promulgating the procedure and method by which it can be provided, corrective measures for erroneous services, etc. in a concrete manner and promulgating the promulgation thereof;"
모든 직원은 헌장을 성실히 준수하고 규제 신고고객 보호 정책의 정착과 실현을 위하여 노력하여야 한다.,All employees shall endeavor to comply with the Charter in a sincere manner and to establish and realize a customer protection policy under the Regulations.
규제업무부서장은 헌장을 실천하고 이행하기 위하여 소속직원에게 연 1회 이상 교육을 실시할 수 있다.,The head of the division of regulatory affairs may conduct training once a year for his/her staff in order to implement and implement the Charter.
규제업무부서장은 헌장의 이행 중에 부적합한 사항이 발생한 경우에는 개선 계획을 수립하여 헌장을 개정할 때에 반영할 수 있도록 조치하여야 한다.,"Where any unfavorable matter arises during the implementation of the Charter, the head of the division of regulatory affairs shall formulate an improvement plan and take measures to reflect such fact in the amendment of the Charter."
규제신고인이 헌장의 사본을 요구하는 경우에는 지체 없이 이를 제공하여야 한다.,"Where a regulatory reporter requests a copy of the Charter, it shall be provided without delay."
규제업무부서장은 규제신고인이 보기 쉬운 일정한 장소에 헌장을 게시하여야 한다.,The Chief Regulatory Affairs Officer shall post the Charter at a certain place easily visible to the regulatory reporter.
"각 부서에서는 헌장 실천에 대한 규제 신고 고객들의 불만족 사항을 인터넷, 구두, 전화, 전자우편, 공문 등 여러 경로를 통하여 접수하여야 한다.","Each department shall accept dissatisfaction of customers who report on regulatory compliance with the Charter through various means, such as the Internet, verbal, telephone, electronic mail, and official documents."
규제업무부서장은 헌장에 따라 규제신고 고객에게 조치결과를 통보하고 모든 부서에서 재발 방지에 노력할 수 있게 하여야 한다.,"The head of the division of regulatory affairs shall, in accordance with the Charter, inform the regulated clients of the results of the measures, and ensure that all departments endeavor to prevent recurrence."
이 조례는 서울특별시 노원구의 자치분권 촉진 및 지원에 관하여 필요한 사항을 규정함으로써 자치역량을 강화하고 이를 통해 내실 있는 지방자치와 분권을 실현하여 구민의 삶의 질을 제고함을 목적으로 한다.,The purpose of this Ordinance is to enhance the quality of life of local residents by strengthening the self-government capacity by establishing the necessary matters concerning the promotion and support of the autonomous decentralization of Nowon-gu Seoul Metropolitan Government.
그 밖에 자치분권 촉진을 위하여 필요한 사항,Other matters necessary for promoting autonomous decentralization;
위원장은 협의회의 사무를 처리할 간사 1명과 서기 1명을 둔다.,The Chairperson shall have one executive secretary and one clerk who shall handle the affairs of the Council.
품위손상 등으로 위원의 직무를 수행하는 데 부적절하다고 인정될 때,"When he/she is deemed inappropriate to perform his/her duties due to impairment of dignity, etc.;"
이 조례에 따른 공개대상은 다음 각 호와 같다.,The following matters shall be subject to disclosure under this Ordinance:
"구청장은 제2조에서 정한 공개대상을 매년 세입·세출결산서 발간 전까지 구 인터넷 홈페이지에 상시 공개하여야 하며, 필요한 경우 사례집을 발간할 수 있다.","The head of the Gu shall always disclose the matters subject to disclosure prescribed in Article 2 on the Gu website before the publication of the annual settlement of accounts of revenue and expenditure, and may publish a case-book, if necessary."
구청장은 시정요구 및 제안을 한 자의 동의 없이 다른 사람에게 그 신분을 밝히거나 암시하여서는 아니 된다.,The head of the Gu shall not reveal or imply his/her identity to any other person without the consent of the person who made a request for correction or a proposal.
예산의 집행방법이나 제도의 개선 등으로 예산을 절약하거나 수입을 증대함에 직접 기여한 공무원 개인 및 조직에 절약한 예산 또는 늘어난 수입의 일부를 성과금으로 지급할 수 있다.,A portion of the budget saved or the increased revenues may be redeemed as incomes in the individual and organization of the public official directly contributing to the budget saving or the increase of the revenues due to the improvement of the measure or system of execution of the budget.
"해당 안건의 당사자는 위원에게 공정한 심의ㆍ의결을 기대하기 어려운 사정이 있는 경우에는 위원회에 기피 신청을 할 수 있고, 위원회는 의결로 이를 결정한다. 이 경우 기피 신청의 대상인 위원은 그 의결에 참여하지 못한다.","Where a relevant party has any difficulty in expecting a fair deliberation or resolution by a member of the Committee, he/she may file an application for challenge with the Committee, and the Committee shall determine by a resolution. In such cases, the member subject to the challenge shall not participate in the resolution."
"위원장은 위원회의 회의를 소집하고 그 의장이 되며, 위원장이 부득이한 사유로 직무를 수행할 수 없을 때에는 부위원장이 그 직무를 대행한다.","The Chairperson shall convene and preside over the meetings of the Committee, and when the Chairperson is unable to perform his/her duties due to unavoidable circumstances, the Vice-Chairperson shall act on behalf of the Chairperson."
예산일정상 20일 이내 긴급한 처리가 요구되는 경우에는 효율적인 심사를 위하여 서면심사 할 수 있다.,"Where a request for urgent action is made within 20 days of the normal budget date, written review may be conducted for efficient review."
"구청장은 남북교류협력에 관한 시책을 협의·조정하고, 주요 사항을 심의·의결하기 위하여 구에 남북교류협력위원회(이하 “위원회”라 한다)를 둔다.","The head of the Gu shall establish an inter-Korean exchange and cooperation Committee (hereinafter referred to as the ""Committee"") to consult and coordinate policies on inter-Korean exchanges and cooperation, and to deliberate on and resolve important matters."
위원이 제1항 각 호에 따른 제척 사유에 해당하는 경우에는 스스로 해당 안건의 심의·의결에서 회피하여야 한다.,"If a member falls under the grounds for disqualification referred to in the subparagraphs of paragraph (1), he/she shall voluntarily refrain from the deliberation and resolution on the relevant agenda."
제9조제1항 각 호의 어느 하나에 해당하는 데에도 불구하고 회피하지 아니한 경우,Where he/she fails to abstain despite falling under any subparagraph of Article 9 (1);
서울특별시 노원구 계약심의위원회 구성·운영 및 주민참여  감독 대상 공사 범위 등에 관한 조례,The Nowon-gu Seoul Metropolitan Government Ordinance on the Composition and Operation of the Contract Review Committee and Scope of Construction Subject to the Supervision of Residents
"서울특별시 노원구 계약심의위원회(이하 ""위원회""라 한다)는 위원장 1명을 포함한 11명 이내의 위원으로 구성한다.","The Nowon-gu Seoul Metropolitan Government Deliberative Committee on Contracts (hereinafter referred to as the ""Committee"") shall be comprised of not more than 11 members including one Chairperson."
"위원장은 서울특별시 노원구(이하 ""구""라 한다) 경리관이 되며 위원은 다음 각 호의 어느 하나에 해당하는 사람 중에서 서울특별시 노원구청장(이하 ""구청장""이라 한다)이 위촉하는 사람으로 한다. ","The Nowon-gu Seoul Metropolitan Government (hereinafter referred to as the ""Gu"") accounting officer shall be the Chairperson shall and the members shall be commissioned by the head of Nowon-gu Seoul Metropolitan Government (hereinafter referred to as the ""head of the Gu"") from among the following persons:"
"이 경우 구청장은 「지방자치단체를 당사자로 하는 계약에 관한 법률 시행령」(이하 ""영""이라 한다) 제106조제3항에 따른 전문가를 활용하여 위촉할 수 있다.","In such cases, the head of the Gu may commission experts under Article 106 (3) of the Enforcement Decree of the Act on Contracts to Which a Local Government Is a Party (hereinafter referred to as the ""Decree"")."
"영 제108조에서 심사대상으로 정한 이외 사업의 입찰 참가자격 제한, 낙찰자 결정방법 등에 관한 사항","Matters concerning restrictions on eligibility to participate in tendering procedures, methods for determining successful tenderers, etc. for projects other than those prescribed in Article 108 of the Decree;"
"수해복구 공사로서 하천, 도로, 상하수도 등 주민생활과 밀접한 관련이 있다고 구청장이 판단하는 공사","A construction project determined by the head of the Gu indicating that flood damage restoration works are closely related to the life of residents, such as rivers, roads, water supply and sewerage systems, etc .;"
제1조의2(다른 조례와의 관계) 구유재산 및 물품의 관리ㆍ처분에 관하여 다른 조례에 특별한 규정이 있는 경우를 제외하고는 이 조례에서 정하는 바에 따른다.,"Article 1-2 (Relationship with Other Municipal Ordinances) Except as otherwise provided for in other Municipal Ordinances, the management and disposal of munitions and goods shall be governed by the provisions of this Ordinance."
"변호사, 공인회계사, 세무사, 감정평가사 또는 법무사 자격을 취득한 후 해당 분야에서 3년 이상 활동한 경력이 있는 사람","A person who has worked for at least three years in the relevant field after attaining the status of an attorney-at-law, a certified public accountant, a certified tax accountant, an appraiser or a certified judicial attorney;"
"공유재산심의회의 민간위원에게는 예산의 범위에서 수당, 여비 또는 그 밖에 필요한 경비를 지급할 수 있다.","Allowances, travel expenses or other necessary expenses may be paid to private members of the Council on Public Property within the budget."
구청장은 구의회에서 예산이 의결되기 전에 매년 구유재산 관리계획을 세워 구의회의 의결을 받아야 한다. 구유재산 관리계획을 변경할 때에도 또한 같다.,"The head of the Gu shall prepare a plan for the management of Gu property each year before the budget of the Gu Council is passed, and shall obtain a resolution from the Gu Council. The same shall also apply to any alteration of a plan to manage manger assets."
제17조의2(행정재산의 수의계약 대상) 영 제13조제3항제18호에 따라 수의계약이 가능한 기구 또는 단체는 다음 각 호의 어느 하나에 해당하는 경우를 말한다.,Article 17-2 (Administrative Property Subject to Negotiated Contract) Any organization or organization which is eligible to enter into negotiated contracts under Article 13 (3) 18 of the Decree shall mean any of the following cases:
영 제13조제3항제18호나목에 따른 비영리 민간단체가 노원구 내의 구유 행정재산에 사무소를 개설하는 경우,"Where a non-profit, non-governmental organization established under Article 13 (3) 18 (b) of the Decree establishes an office on municipal administrative property in Nowon-gu;"
「초·중등교육법」제3조에 따른 사립학교와 「평생교육법」제31조제2항에 의한 학교형태 평생교육시설이 교육활동 목적으로 구유재산을 사용하는 경우,Where municipal private schools under Article 3 of the Elementary and Secondary Education Act and lifelong educational facilities in the form of schools under Article 31 (2) of the Lifelong Education Act use munitions for educational purposes;
전체 생산량의 50퍼센트 이상을 수출하는 경우로서 국내부품 및 원부자재 조달비율이 75퍼센트 이상 100퍼센트 미만인 외국인투자 사업,"A foreign-invested project in which 50 percent or more of the total output is exported, the ratio of procurement of domestic components and raw materials by subsidiary is at least 75 percent but less than 100 percent;"
외국인투자 금액이 미화 5백만달러 이상 1천만달러 미만인 사업,A project in which the amount of foreign investment is more than five million dollars but less than ten million dollars.
바. 가목부터 라목까지에 해당하는 경우로서 기존 투자법인이 「산업집적활성화 및 공장설립에 관한 법률」에 따라 공장을 증설하는 사업,"(f) A project for which the existing investment corporation enrolls a factory under the provisions of the Industrial Cluster Development and Factory Establishment Act, which falls under items (a) through (d)."
과학·기술·산업 등에 관한 조사·연구·시험 등을 위하여 설치되고 사용되는 연구시설,"A research facility established and used for research, experiments, testing, etc. concerning science, technology, industry, etc;"
중도해지로 인하여 예금이자율이 변경되어 전세금의 중도해지 이자가 전세금 반환예정일까지의 만기이율로 계산한 금액보다 적은 때에는 그 차액을 전세자가 납부한다.,"When interests on the termination of the lease on the deposit is less than the amount calculated by the interest rate on the expiration date until the date on which the return of the lease is due to the change in the interest rate on the deposit due to the termination of the intermediation, the difference between such deposit and the lease on such deposit shall be paid by the lease."
